"11th Indoor La Ciotat","https://events.aidainternational.org/EventDetails-903","Pool Competition","",",","2014-03-16","2014-03-16","",""
"True North Double Challange Cop 8","https://events.aidainternational.org/EventDetails-603","Pool Competition","",",","2014-03-16","2014-03-16","",""
"1. Deutsche Apnoe-Teammeisterschaft","https://events.aidainternational.org/EventDetails-838","Pool Competition","",",","2014-03-09","2014-03-09","",""
"Athens Apnea 2014","https://events.aidainternational.org/EventDetails-930","Pool Competition","",",","2014-03-09","2014-03-09","",""
"1e Ã‰preuve ApneaCity: Apnée Statique","https://events.aidainternational.org/EventDetails-1116","Pool Competition","",",","2014-02-24","2014-02-24","",""
"We Freedive Suunto Series","https://events.aidainternational.org/EventDetails-1277","Pool Competition","",",","2014-02-23","2014-02-23","",""
"Coupe AIDA France Ã  SÃ¨te","https://events.aidainternational.org/EventDetails-905","Pool Competition","",",","2014-02-23","2014-02-23","",""
"2nd Tyrolean Apnea Cup","https://events.aidainternational.org/EventDetails-1291","Pool Competition","",",","2014-02-23","2014-02-23","",""
"8th Serbian Open Freediving Championship - Belgrade 2014","https://events.aidainternational.org/EventDetails-1322","Pool Competition","",",","2014-02-22","2014-02-22","",""
"State of origin freediving tournament","https://events.aidainternational.org/EventDetails-1302","Pool Competition","",",","2014-02-22","2014-02-22","",""
"Andaman Freediving Challenge 2014","https://events.aidainternational.org/EventDetails-1355","Mixed Competition","",",","2014-02-17","2014-02-17","",""
"Gelendzhik DYN","https://events.aidainternational.org/EventDetails-753","Pool Competition","",",","2014-02-16","2014-02-16","",""
"TrueNorth Double Challenge Cup7","https://events.aidainternational.org/EventDetails-602","Pool Competition","",",","2014-02-16","2014-02-16","",""
"German Pool Championship 2014","https://events.aidainternational.org/EventDetails-837","Pool Competition","",",","2014-02-15","2014-02-15","",""
"Blue Immersion Static Challenge","https://events.aidainternational.org/EventDetails-1354","Pool Competition","",",","2014-02-13","2014-02-13","",""
"RIGA FREEDIVING CUP 2014 AIDA","https://events.aidainternational.org/EventDetails-1569","Pool Competition","",",","2014-02-08","2014-02-08","",""
"Hämeenlinna NO FINS","https://events.aidainternational.org/EventDetails-518","Pool Competition","",",","2014-01-11","2014-01-11","",""
"Franken Statics 2013","https://events.aidainternational.org/EventDetails-836","Pool Competition","",",","2013-12-27","2013-12-27","",""
"Static Mini-Competition Rhein/Main","https://events.aidainternational.org/EventDetails-835","Pool Competition","",",","2013-12-22","2013-12-22","",""
"Süddeutsche Meisterschaft 2013","https://events.aidainternational.org/EventDetails-834","Pool Competition","",",","2013-12-15","2013-12-15","",""
"II World Class Open 2013","https://events.aidainternational.org/EventDetails-752","Pool Competition","",",","2013-12-14","2013-12-14","",""
"Juniordykarnas klubbmasterskap 2013","https://events.aidainternational.org/EventDetails-406","Pool Competition","",",","2013-12-08","2013-12-08","",""
"AFIA Personal Challenge 2013 in KOREA","https://events.aidainternational.org/EventDetails-1840","Pool Competition","",",","2013-12-08","2013-12-08","",""
"The International Silesian Freediving Cup","https://events.aidainternational.org/EventDetails-1248","Pool Competition","",",","2013-12-07","2013-12-07","",""
"Greg Holland Jewellery Diamond Deep 2013","https://events.aidainternational.org/EventDetails-722","Depth Competition","",",","2013-11-30","2013-11-30","",""
"MAD CUP 2013","https://events.aidainternational.org/EventDetails-1258","Pool Competition","",",","2013-11-29","2013-11-29","",""
"Bonaire Freediving Competition 2013","https://events.aidainternational.org/EventDetails-1579","Mixed Competition","",",","2013-11-28","2013-11-28","",""
"UK-GERMANY COMPETITION","https://events.aidainternational.org/EventDetails-1026","Depth Competition","",",","2013-11-27","2013-11-27","",""
"True North Double Challenge vol.6","https://events.aidainternational.org/EventDetails-601","Pool Competition","",",","2013-11-24","2013-11-24","",""
"Kiev Open Freediving Cup 2013","https://events.aidainternational.org/EventDetails-1337","Pool Competition","",",","2013-11-23","2013-11-23","",""
"Goran Colak DNF WR Attempt","https://events.aidainternational.org/EventDetails-1321","Worldrecord attempt","",",","2013-11-20","2013-11-20","",""
"Huddersfield 2013","https://events.aidainternational.org/EventDetails-683","Pool Competition","",",","2013-11-17","2013-11-17","",""
"16th Long Night of Apnea","https://events.aidainternational.org/EventDetails-833","Pool Competition","",",","2013-11-16","2013-11-16","",""
"Dive Wellington Beuchat New Zealand Pool Freediving National Championships","https://events.aidainternational.org/EventDetails-719","Pool Competition","",",","2013-11-16","2013-11-16","",""
"Rostov cup 2013","https://events.aidainternational.org/EventDetails-751","Pool Competition","",",","2013-11-16","2013-11-16","",""
"9. SUBMANIA APNEA CUP","https://events.aidainternational.org/EventDetails-1169","Pool Competition","",",","2013-11-15","2013-11-15","",""
"Vertical Blue 2013","https://events.aidainternational.org/EventDetails-1562","Depth Competition","",",","2013-11-09","2013-11-09","",""
"Mémorial Freddy Perry","https://events.aidainternational.org/EventDetails-1152","Pool Competition","",",","2013-11-01","2013-11-01","",""
"One Breath Jamboree","https://events.aidainternational.org/EventDetails-1548","Depth Competition","",",","2013-10-30","2013-10-30","",""
"Hydro Dynamic 2013 powered by SUUNTO","https://events.aidainternational.org/EventDetails-1290","Pool Competition","",",","2013-10-26","2013-10-26","",""
"Culver","https://events.aidainternational.org/EventDetails-453","Pool Competition","",",","2013-10-26","2013-10-26","",""
"Triple Depth","https://events.aidainternational.org/EventDetails-1025","Mixed Competition","",",","2013-10-21","2013-10-21","",""
"Open freediving LiÃ¨ge Belgium","https://events.aidainternational.org/EventDetails-1151","Pool Competition","",",","2013-10-20","2013-10-20","",""
"True North Double Challange V","https://events.aidainternational.org/EventDetails-600","Pool Competition","",",","2013-10-20","2013-10-20","",""
"14th Manazuru Freediving Classic","https://events.aidainternational.org/EventDetails-599","Depth Competition","",",","2013-10-19","2013-10-19","",""
"Zlin Cup 2013","https://events.aidainternational.org/EventDetails-789","Pool Competition","",",","2013-10-19","2013-10-19","",""
"Curtis Coast Freedive Challenge","https://events.aidainternational.org/EventDetails-1301","Pool Competition","",",","2013-10-12","2013-10-12","",""
"Sofia Freediving Cup 2013","https://events.aidainternational.org/EventDetails-1533","Pool Competition","",",","2013-10-12","2013-10-12","",""
"AIDA Cyprus Depth Games 2013","https://events.aidainternational.org/EventDetails-1187","Depth Competition","",",","2013-10-06","2013-10-06","",""
"Deja Blue IV","https://events.aidainternational.org/EventDetails-1578","Mixed Competition","",",","2013-10-05","2013-10-05","",""
"Culver","https://events.aidainternational.org/EventDetails-454","Pool Competition","",",","2013-10-04","2013-10-04","",""
"JAS official depth competition 2013","https://events.aidainternational.org/EventDetails-598","Depth Competition","",",","2013-09-29","2013-09-29","",""
"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","https://events.aidainternational.org/EventDetails-928","World Championship","",",","2013-09-15","2013-09-15","",""
"Beijing Autumn Freediving Competition","https://events.aidainternational.org/EventDetails-1367","Pool Competition","",",","2013-09-14","2013-09-14","",""
"Rostov static","https://events.aidainternational.org/EventDetails-750","Pool Competition","",",","2013-09-11","2013-09-11","",""
"2013 Kalamata Open","https://events.aidainternational.org/EventDetails-926","Depth Competition","",",","2013-09-09","2013-09-09","",""
"AIDA Hellas SUMMER APNEA GAMES 2013","https://events.aidainternational.org/EventDetails-925","Depth Competition","",",","2013-09-07","2013-09-07","",""
"Southern California Apnea Series III","https://events.aidainternational.org/EventDetails-452","Pool Competition","",",","2013-09-07","2013-09-07","",""
"William Winram VWT WR attempt","https://events.aidainternational.org/EventDetails-1031","Worldrecord attempt","",",","2013-08-31","2013-08-31","",""
"Little Blue Hole Competition","https://events.aidainternational.org/EventDetails-1024","Mixed Competition","",",","2013-08-24","2013-08-24","",""
"Swiss Championship Lake","https://events.aidainternational.org/EventDetails-648","Depth Competition","",",","2013-08-24","2013-08-24","",""
"Apnea Academy 2013.8 depth competition","https://events.aidainternational.org/EventDetails-597","Depth Competition","",",","2013-08-17","2013-08-17","",""
"Crystal Clear Water Competition","https://events.aidainternational.org/EventDetails-1247","Depth Competition","",",","2013-08-14","2013-08-14","",""
"Chris Haere ra competition","https://events.aidainternational.org/EventDetails-718","Pool Competition","",",","2013-08-11","2013-08-11","",""
"Manatee Statik Minicompetition","https://events.aidainternational.org/EventDetails-832","Pool Competition","",",","2013-08-10","2013-08-10","",""
"Nordic Championship 2013","https://events.aidainternational.org/EventDetails-1023","Depth Competition","",",","2013-08-07","2013-08-07","",""
"Freedive Paradise in 3D","https://events.aidainternational.org/EventDetails-451","Mixed Competition","",",","2013-08-02","2013-08-02","",""
"Swedish Championship in depth","https://events.aidainternational.org/EventDetails-405","Depth Competition","",",","2013-08-01","2013-08-01","",""
"Asikkala Depth Challenge 2013","https://events.aidainternational.org/EventDetails-517","Depth Competition","",",","2013-07-28","2013-07-28","",""
"SUUNTO Cool Down 2013","https://events.aidainternational.org/EventDetails-1289","Depth Competition","",",","2013-07-27","2013-07-27","",""
"DEEP UKRAINE 2013","https://events.aidainternational.org/EventDetails-1336","Depth Competition","",",","2013-07-26","2013-07-26","",""
"Little Blue Hole Competition","https://events.aidainternational.org/EventDetails-1022","Mixed Competition","",",","2013-07-25","2013-07-25","",""
"Beijing Freedivers Competiton","https://events.aidainternational.org/EventDetails-1366","Pool Competition","",",","2013-07-14","2013-07-14","",""
"Nice Abyss contest 2013","https://events.aidainternational.org/EventDetails-902","Depth Competition","",",","2013-07-06","2013-07-06","",""
"5th Ebisu Cup Mugen Freedibing competition 2013","https://events.aidainternational.org/EventDetails-596","Depth Competition","",",","2013-07-06","2013-07-06","",""
"Blue Immersion Minicomp","https://events.aidainternational.org/EventDetails-1353","Mixed Competition","",",","2013-06-23","2013-06-23","",""
"FREEDIVE DAHAB / BLUE IMMERSION June minicomp","https://events.aidainternational.org/EventDetails-1021","Depth Competition","",",","2013-06-23","2013-06-23","",""
"Apnea Academy 2013.6 indoor competition","https://events.aidainternational.org/EventDetails-595","Pool Competition","",",","2013-06-23","2013-06-23","",""
"2013 First Freediving Competition in Taiwan","https://events.aidainternational.org/EventDetails-1839","Pool Competition","",",","2013-06-23","2013-06-23","",""
"Individual AIDA pool World Championships","https://events.aidainternational.org/EventDetails-1320","World Championship","",",","2013-06-21","2013-06-21","",""
"AA Depth Minicomp 2013","https://events.aidainternational.org/EventDetails-785","Depth Competition","",",","2013-06-15","2013-06-15","",""
"6th Mediterranean Static Competition","https://events.aidainternational.org/EventDetails-927","Pool Competition","",",","2013-06-10","2013-06-10","",""
"First Universal Freedivers - ASAM cross-border competition","https://events.aidainternational.org/EventDetails-1150","Pool Competition","",",","2013-06-09","2013-06-09","",""
"Brno MiniComp 013","https://events.aidainternational.org/EventDetails-786","Pool Competition","",",","2013-06-07","2013-06-07","",""
"Wellington Winter Champs","https://events.aidainternational.org/EventDetails-717","Pool Competition","",",","2013-06-01","2013-06-01","",""
"Tauchcenter Minicompetition","https://events.aidainternational.org/EventDetails-831","Pool Competition","",",","2013-06-01","2013-06-01","",""
"Summer Gelendzhik 2013","https://events.aidainternational.org/EventDetails-749","Mixed Competition","",",","2013-05-30","2013-05-30","",""
"Freediving Bonaire 2013","https://events.aidainternational.org/EventDetails-492","Mixed Competition","",",","2013-05-30","2013-05-30","",""
"6th Mediterranean World Cup","https://events.aidainternational.org/EventDetails-929","Mixed Competition","",",","2013-05-26","2013-05-26","",""
"3rd Thessaloniki Inter Apnea Games 2013","https://events.aidainternational.org/EventDetails-924","Pool Competition","",",","2013-05-26","2013-05-26","",""
